LineId,Time,EventId,Level,EventTemplate,Content,Component,Date,Node,LogSource
133,234835,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-7436749154361133879 terminating,dfs.DataNode$PacketResponder,81109,,HDFS
134,234835,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,dfs.DataNode$DataXceiver,81109,,HDFS
135,234924,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,dfs.DataNode$PacketResponder,81109,,HDFS
136,235030,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,dfs.FSNamesystem,81109,,HDFS
137,235138,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_549647953114643908 terminating,dfs.DataNode$PacketResponder,81109,,HDFS
138,235140,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126,dfs.FSNamesystem,81109,,HDFS
139,235305,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-165500353496111884 terminating,dfs.DataNode$PacketResponder,81109,,HDFS
140,235311,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,dfs.FSNamesystem,81109,,HDFS
141,235322,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010,dfs.DataNode$DataXceiver,81109,,HDFS
142,235337,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_3160319368100972992 terminating,dfs.DataNode$PacketResponder,81109,,HDFS
143,235426,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,dfs.DataNode$PacketResponder,81109,,HDFS
144,235609,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_4568377692254637284 terminating,dfs.DataNode$PacketResponder,81109,,HDFS
145,235727,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,dfs.DataNode$DataXceiver,81109,,HDFS
146,235813,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864,dfs.FSNamesystem,81109,,HDFS
147,235903,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,dfs.DataNode$PacketResponder,81109,,HDFS
148,235904,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010,dfs.DataNode$DataXceiver,81109,,HDFS
149,235919,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864,dfs.FSNamesystem,81109,,HDFS
150,235951,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010,dfs.DataNode$DataXceiver,81109,,HDFS
151,117,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685,dfs.FSNamesystem,81110,,HDFS
152,136,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864,dfs.FSNamesystem,81110,,HDFS
153,136,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-7656610147924319419 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
154,232,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562,dfs.FSNamesystem,81110,,HDFS
155,238,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-6500549130351529113 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
156,319,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010,dfs.DataNode$DataXceiver,81110,,HDFS
157,507,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-2896670847306153652 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
158,546,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,dfs.DataNode$DataXceiver,81110,,HDFS
159,616,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,dfs.DataNode$PacketResponder,81110,,HDFS
160,657,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,dfs.DataNode$PacketResponder,81110,,HDFS
161,727,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,dfs.FSNamesystem,81110,,HDFS
162,755,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,dfs.DataNode$DataXceiver,81110,,HDFS
163,820,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-730776401372551814 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
164,841,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-7553009628768897700 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
165,1250,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,dfs.DataNode$PacketResponder,81110,,HDFS
166,1307,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,dfs.FSNamesystem,81110,,HDFS
167,1337,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,dfs.FSNamesystem,81110,,HDFS
168,1350,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864,dfs.FSNamesystem,81110,,HDFS
169,1745,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010,dfs.DataNode$DataXceiver,81110,,HDFS
170,1818,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-1148756466197125339 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
171,2041,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_9074030793567748915 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
172,2103,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8,dfs.DataNode$PacketResponder,81110,,HDFS
173,2221,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_3259872359515191972 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
174,2223,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_5963816136267066159 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
175,2253,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609,dfs.FSNamesystem,81110,,HDFS
176,2337,E14,INFO,Verification succeeded for blk_<*>,Verification succeeded for blk_-1547954353065580372,dfs.DataBlockScanner,81110,,HDFS
177,2914,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010,dfs.DataNode$DataXceiver,81110,,HDFS
178,3441,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010,dfs.DataNode$DataXceiver,81110,,HDFS
179,3502,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149,dfs.DataNode$PacketResponder,81110,,HDFS
180,4247,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864,dfs.FSNamesystem,81110,,HDFS
181,10354,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143,dfs.DataNode$PacketResponder,81110,,HDFS
182,10438,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010,dfs.DataNode$DataXceiver,81110,,HDFS
183,10506,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245,dfs.DataNode$PacketResponder,81110,,HDFS
184,10525,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176,dfs.DataNode$PacketResponder,81110,,HDFS
185,10543,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446,dfs.FSNamesystem,81110,,HDFS
186,10629,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4799092443170733505 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
187,10759,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258,dfs.FSNamesystem,81110,,HDFS
188,10801,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-5215520749152394224 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
189,10815,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_397848436489409658 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
190,10851,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864,dfs.FSNamesystem,81110,,HDFS
191,10917,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79,dfs.DataNode$PacketResponder,81110,,HDFS
192,10918,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864,dfs.FSNamesystem,81110,,HDFS
193,10932,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4937215748597091532 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
194,11001,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,dfs.FSNamesystem,81110,,HDFS
195,11100,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101,dfs.DataNode$PacketResponder,81110,,HDFS
196,11133,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63,dfs.DataNode$PacketResponder,81110,,HDFS
197,11237,E14,INFO,Verification succeeded for blk_<*>,Verification succeeded for blk_6996194389878584395,dfs.DataBlockScanner,81110,,HDFS
198,11335,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864,dfs.FSNamesystem,81110,,HDFS
199,11352,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_8060713381303305129 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
200,11406,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010,dfs.DataNode$DataXceiver,81110,,HDFS
201,11431,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766,dfs.FSNamesystem,81110,,HDFS
202,11448,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864,dfs.FSNamesystem,81110,,HDFS
203,11505,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-5949883083428548093 size 67108864,dfs.FSNamesystem,81110,,HDFS
204,11521,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921,dfs.FSNamesystem,81110,,HDFS
205,11538,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4196449318426994195 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
206,11713,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010,dfs.DataNode$DataXceiver,81110,,HDFS
207,11731,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236,dfs.DataNode$PacketResponder,81110,,HDFS
208,11846,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-2013946318750925538 of size 67108864 from /10.251.126.22,dfs.DataNode$PacketResponder,81110,,HDFS
209,11925,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_3278280638950561822 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
210,12005,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-26568864070436835 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
211,12245,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-9161369067334198861 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
212,12351,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-1094025072435547068 of size 67108864 from /10.251.66.3,dfs.DataNode$PacketResponder,81110,,HDFS
213,12357,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_6534693994677948144 of size 67108864 from /10.251.201.204,dfs.DataNode$PacketResponder,81110,,HDFS
214,12426,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7672124247291403094 src: /10.251.66.3:55531 dest: /10.251.66.3:50010,dfs.DataNode$DataXceiver,81110,,HDFS
215,12522,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-5569558931000121451 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
216,12753,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-4566099704755845087 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
217,12835,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-8093500164295459838 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
218,12855,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-3787594914477940893 of size 67108864 from /10.251.71.16,dfs.DataNode$PacketResponder,81110,,HDFS
219,12857,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_426381928692704514 of size 67108864 from /10.251.122.38,dfs.DataNode$PacketResponder,81110,,HDFS
220,13125,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729,dfs.FSNamesystem,81110,,HDFS
221,13220,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_4774656339381154282 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
222,13231,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8227485321105019293 src: /10.251.195.33:56999 dest: /10.251.195.33:50010,dfs.DataNode$DataXceiver,81110,,HDFS
223,13306,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864,dfs.FSNamesystem,81110,,HDFS
224,13406,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_2917692073041583988 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
225,13412,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-8558845834445970595 size 67108864,dfs.FSNamesystem,81110,,HDFS
226,13502,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_3852281952649038166 of size 67108864 from /10.251.122.65,dfs.DataNode$PacketResponder,81110,,HDFS
227,13506,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-5442040196315589272 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
228,13537,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010,dfs.DataNode$DataXceiver,81110,,HDFS
229,13542,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_755689327380778318 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
230,13545,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-8847552694913526632 of size 67108864 from /10.251.201.204,dfs.DataNode$PacketResponder,81110,,HDFS
231,13559,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227,dfs.DataNode$PacketResponder,81110,,HDFS
232,13715,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_-3677956642639780952 of size 67108864 from /10.251.123.20,dfs.DataNode$PacketResponder,81110,,HDFS
233,13721,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3073404534069578592 size 67108864,dfs.FSNamesystem,81110,,HDFS
234,13855,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_1498192967843651378 of size 67108864 from /10.251.42.84,dfs.DataNode$PacketResponder,81110,,HDFS
235,13938,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_148513789886825227 src: /10.251.123.33:54308 dest: /10.251.123.33:50010,dfs.DataNode$DataXceiver,81110,,HDFS
236,14002,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7229716389774599497 src: /10.251.201.204:38310 dest: /10.251.201.204:50010,dfs.DataNode$DataXceiver,81110,,HDFS
237,14023,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_4741107979793372752 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
238,14033,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_691517018986659607 src: /10.251.195.70:59379 dest: /10.251.195.70:50010,dfs.DataNode$DataXceiver,81110,,HDFS
239,14043,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6002109944224710483 size 67108864,dfs.FSNamesystem,81110,,HDFS
240,14050,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_5095897972833086609 size 67108864,dfs.FSNamesystem,81110,,HDFS
241,14138,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-3802183646922512795 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
242,14145,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_9072829105973334075 size 67108864,dfs.FSNamesystem,81110,,HDFS
243,14207,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001365_0/part-01365. blk_4841101867353115844,dfs.FSNamesystem,81110,,HDFS
244,14257,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_1997668456720275587 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
245,14314,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_3304535870056962597 of size 67108864 from /10.251.203.166,dfs.DataNode$PacketResponder,81110,,HDFS
246,14349,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4853183643928986291 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
247,14421,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_6828121630547887549 size 67108864,dfs.FSNamesystem,81110,,HDFS
248,14423,E11,INFO,Received block blk_<*> of size <*> from /<*>,Received block blk_3084588477220583373 of size 67108864 from /10.251.125.174,dfs.DataNode$PacketResponder,81110,,HDFS
249,14428,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-653434419514937486 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
250,14519,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001506_0/part-01506. blk_1104376461837247304,dfs.FSNamesystem,81110,,HDFS
251,14520,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_-5511630179413516751 size 67108864,dfs.FSNamesystem,81110,,HDFS
252,14536,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_4404895858852856851 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
253,14727,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597. blk_-591552904934794824,dfs.FSNamesystem,81110,,HDFS
254,14738,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_-8408087700903896282,dfs.FSNamesystem,81110,,HDFS
255,14808,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-5404881839098659470 size 67108864,dfs.FSNamesystem,81110,,HDFS
256,14847,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_703046261120042821 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
257,14914,E7,INFO,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001728_0/part-01728. blk_-488298625688742454,dfs.FSNamesystem,81110,,HDFS
258,14953,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_6465095458973828118 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
259,15013,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-9110604833387121363 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
260,15018,E13,INFO,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5977008528949258706 src: /10.251.214.32:43860 dest: /10.251.214.32:50010,dfs.DataNode$DataXceiver,81110,,HDFS
261,15024,E10,INFO,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_3781645897486585075 terminating,dfs.DataNode$PacketResponder,81110,,HDFS
262,15031,E6,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_-1635752698830216319 size 67108864,dfs.FSNamesystem,81110,,HDFS
